,rating
51434,8
51435,5
51436,7
51437,9
51438,6
51439,7
51440,7
51441,6
51442,7
51443,8
51445,5
51446,8
51447,7
51448,8
51449,7
51450,8
51451,6
51452,8
51453,6
51454,8
51455,9
51456,8
51457,6
51458,7
51459,9
51460,9
51461,9
51462,7
51463,6
51465,7
51466,6
51467,6
51468,7
51469,8
51470,8
51471,7
51472,7
51473,8
51474,10
51475,5
51476,6
51477,9
51478,8
51479,6
51480,9
51481,8
51482,8
51483,5
51484,7
51485,8
51486,6
51487,6
51488,8
51489,9
51490,5
51491,6
51492,8
51493,8
51494,6
51495,5
51496,9
51497,6
51498,9
51499,7
51500,7
51501,7
51502,7
51503,9
51504,8
51505,3
51506,8
51507,7
51508,6
51509,6
51510,6
51511,7
51512,7
51513,7
51514,7
51515,5
51516,5
51517,7
51518,7
51519,9
51520,8
51521,6
51522,6
51523,6
51524,8
51525,4
51526,7
51527,7
51528,7
51529,7
51530,7
51531,8
51532,6
51533,4
51534,7
51535,8
51536,8
51537,7
51538,7
51539,5
51540,7
51541,9
51542,8
51543,8
51544,9
51545,4
51546,8
51547,8
51548,7
51549,7
51550,8
51551,7
51552,6
51553,7
51554,8
51555,8
51556,7
51557,8
51558,9
51559,6
51560,7
51561,7
51562,6
51563,7
51564,7
51565,8
51566,7
51567,3
51568,7
51569,7
51570,8
51571,9
51572,8
51573,8
51574,6
51575,6
51576,5
51577,5
51578,8
51579,8
51580,7
51581,8
51582,7
51583,7
51584,7
51585,7
51586,8
51587,8
51588,9
51589,7
51590,6
51591,9
51592,8
51593,7
51594,8
51595,8
51596,8
51597,7
51598,8
51599,7
51600,7
51601,8
51602,7
51603,7
51604,5
51605,6
51606,8
51607,7
51608,2
51609,6
51610,7
51611,7
51612,7
51613,6
51614,4
51615,5
51616,6
51617,2
51618,7
51619,9
51620,8
51621,5
51622,7
51623,7
51624,7
51625,6
51626,8
51627,7
51628,7
51629,5
51630,7
51631,8
51632,8
51633,8
51634,9
51635,5
51636,5
51637,7
51638,6
51639,6
51640,7
51641,5
51642,8
51643,5
51644,9
51645,5
51646,7
51647,7
51648,3
51649,8
51650,7
51652,6
51653,7
51654,7
51655,5
51656,9
51657,7
51658,7
51659,5
51660,7
51661,8
51662,8
51663,7
51664,7
51666,7
51667,8
51668,6
51669,9
51670,7
51671,6
51672,6
51673,10
51674,7
51675,7
51676,8
51677,6
51678,7
51679,8
51680,8
51681,7
51682,7
51683,6
51684,8
51685,7
51686,7
51687,4
51688,8
51689,5
51690,7
51691,8
51692,7
51693,7
51694,6
51695,9
51696,6
51697,7
51698,7
51699,7
51700,8
51701,6
51702,6
51703,8
51704,8
51705,6
51706,6
51707,5
51708,9
51709,8
51710,7
51711,6
51712,7
51713,8
51714,7
51715,8
51716,6
51717,5
51718,8
51719,6
51720,7
51721,4
51722,6
51723,7
51724,6
51725,7
51726,6
51727,8
51728,5
51729,9
51730,7
51731,4
51732,7
51733,7
51734,7
51735,6
51736,9
51737,7
51738,7
51739,4
51740,8
51741,7
51742,9
51743,7
51744,8
51745,7
51746,5
51747,8
51748,7
51749,8
51750,7
51751,6
51752,7
51753,7
51754,8
51755,6
51756,7
51757,8
51758,8
51759,9
51760,8
51761,9
51762,6
51763,6
51764,8
51765,6
51766,7
51767,8
51768,8
51769,5
51770,8
51771,6
51772,6
51773,6
51774,6
51775,9
51776,9
51777,2
51778,8
51779,6
51780,8
51781,8
51782,8
51783,8
51784,7
51785,3
51786,8
51787,6
51788,7
51789,7
51790,4
51791,8
51792,8
51793,6
51794,5
51795,6
51796,4
51797,5
51798,7
51799,6
51800,8
51801,7
51802,9
51803,9
51804,6
51805,5
51806,9
51807,8
51808,6
51809,5
51810,7
51811,3
51812,7
51813,6
51814,6
51815,7
51816,5
51817,6
51818,8
51819,6
51820,7
51821,8
51822,6
51823,8
51824,6
51825,8
51826,8
51827,7
51828,9
51829,9
51830,6
51831,7
51832,6
51833,6
51834,8
51835,5
51836,8
51837,8
51838,7
51839,8
51840,7
51841,8
51842,9
51843,8
51844,5
51845,7
51846,7
51847,5
51848,10
51849,6
51850,7
51851,8
51852,6
51853,4
51854,6
51855,6
51856,5
51857,5
51858,7
51859,5
51860,3
51861,7
51862,6
51863,7
51864,10
51865,7
51866,9
51867,6
51868,8
51869,6
51870,8
51871,8
51872,7
51873,8
51874,7
51875,9
51876,7
51877,8
51878,9
51879,7
51880,8
51881,4
51882,8
51883,8
51884,7
51885,9
51886,8
51887,7
51888,8
51889,6
51890,7
51891,5
51892,8
51893,8
51894,8
51895,8
51896,9
51897,4
51898,6
51899,7
51900,7
51901,8
51902,6
51903,6
51904,6
51905,5
51906,7
51907,7
51908,8
51909,6
51910,7
51911,8
51912,4
51913,7
51914,8
51915,7
51916,7
51917,6
51918,5
51919,7
51920,6
51921,7
51922,6
51923,7
51924,7
51925,7
51926,7
51927,7
51928,7
51929,7
51930,9
51931,6
51932,6
51933,9
51934,7
51935,9
51936,8
51937,6
51938,6
51939,4
51940,8
51941,5
51942,5
51943,5
51944,8
51945,8
51946,6
51947,6
51948,8
51949,7
51950,8
51951,7
51952,7
51953,8
51954,6
51955,8
51956,8
51957,7
51958,9
51959,9
51960,8
51961,8
51962,8
51963,7
51964,8
51965,7
51966,7
51967,8
51968,7
51969,7
51970,7
51971,6
51972,7
51973,9
51974,8
51975,6
51976,6
51977,5
51978,7
51979,9
51980,7
51981,4
51982,7
51983,5
51984,9
51985,5
51986,8
51987,8
51988,8
51989,7
51990,7
51991,7
51992,7
51993,8
51994,6
51995,8
51996,7
51997,8
51998,8
51999,6
52000,8
52001,7
52002,6
52003,6
52004,8
52005,4
52006,5
52007,8
52008,4
52009,8
52010,9
52011,8
52012,7
52013,6
52014,8
52015,5
52016,9
52017,8
52018,7
52019,6
52020,9
52021,7
52022,7
52023,7
52024,8
52025,9
52026,10
52027,6
52028,6
52029,7
52030,8
52031,9
52032,4
52033,7
52034,8
52035,7
52036,6
52037,7
52038,6
52039,6
52040,6
52041,3
52042,7
52043,8
52044,3
52045,7
52046,8
52047,8
52048,7
52049,7
52050,6
52051,6
52052,7
52053,6
52054,4
52055,5
52056,9
52057,7
52058,4
52059,8
52060,5
52061,8
52062,5
52063,7
52064,8
52065,8
52066,6
52067,7
52068,7
52069,7
52070,7
52071,8
52072,8
52073,4
52074,8
52075,7
52076,8
52077,8
52078,7
52079,7
52080,7
52081,5
52082,7
52083,9
52084,7
52085,5
52086,8
52087,6
52088,9
52089,8
52090,4
52091,6
52092,9
52093,6
52094,10
52095,9
52096,8
52097,6
52098,8
52099,7
52100,8
52101,7
52102,7
52103,5
52104,7
52105,7
52106,4
52107,3
52108,8
52109,7
52110,6
52111,8
52112,7
52113,5
52114,7
52115,9
52116,8
52117,8
52118,8
52119,8
52120,9
52121,7
52122,8
52123,2
52124,8
52125,8
52126,8
52127,7
52128,7
52129,9
52130,7
52131,8
52132,7
52133,6
52134,8
52135,7
52136,5
52137,8
52138,8
52139,3
52140,5
52141,6
52142,8
52143,8
52144,9
52145,6
52146,8
52147,5
52148,7
52149,9
52150,7
52151,6
52152,7
52153,6
52154,8
52155,8
52156,6
52157,9
52158,7
52159,7
52160,8
52161,7
52162,6
52163,6
52164,6
52165,7
52166,8
52167,6
52168,7
52169,9
52170,8
52171,4
52172,8
52173,8
52174,8
52175,6
52176,8
52177,5
52178,4
52179,5
52180,7
52181,6
52182,6
52183,8
52184,6
52185,7
52186,8
52187,7
52188,8
52189,6
52190,7
52191,7
52192,8
52193,7
52194,8
52195,7
52196,7
52197,7
52198,7
52199,8
52200,7
52201,7
52202,5
52203,5
52204,6
52205,8
52206,8
52207,7
52208,6
52209,9
52210,4
52211,7
52212,8
52213,7
52214,7
52215,7
52216,7
52217,7
52218,8
52219,7
52220,6
52221,8
52222,7
52223,8
52224,7
52225,8
52226,9
52227,7
52228,7
52229,8
52230,6
52231,9
52232,8
52233,4
52234,6
52235,9
52236,5
52237,8
52238,7
52239,5
52240,8
52241,5
52242,6
52243,8
52244,6
52245,7
52246,7
52247,2
52248,6
52249,8
52250,6
52251,5
52252,8
52253,8
52254,8
52255,7
52256,8
52257,7
52258,8
52259,7
52260,3
52261,7
52262,6
52263,5
52264,5
52265,7
52266,7
52267,8
52268,7
52269,8
52270,6
52271,8
52272,8
52273,7
52274,7
52275,7
52276,8
52277,7
52278,7
52279,7
52280,7
52281,5
52282,8
52283,8
52284,7
52285,7
52286,9
52287,7
52288,6
52289,8
52290,7
52291,7
52292,7
52293,6
52294,8
52295,8
52296,5
52297,7
52298,8
52299,4
52300,7
52301,5
52302,7
52303,6
52304,7
52305,7
52306,9
52307,5
52308,7
52309,6
52310,5
52311,5
52312,7
52313,6
52314,7
52315,7
52316,8
52317,9
52318,7
52319,7
52320,7
52321,7
52322,8
52323,7
52324,6
52325,7
52326,7
52327,9
52328,5
52329,8
52330,6
52331,7
52332,7
52333,5
52334,7
52335,8
52336,6
52337,8
52338,7
52339,7
52340,5
52341,4
52342,7
52343,7
52344,7
52345,4
52346,6
52347,8
52348,6
52349,8
52350,7
52351,8
52352,8
52353,4
52354,7
52355,6
52356,7
52357,8
52358,7
52359,5
52360,7
52361,8
52362,6
52363,7
52364,6
52365,8
52366,6
52367,6
52368,5
52369,9
52370,6
52371,7
52372,8
52373,9
52374,7
52375,6
52376,5
52377,7
52378,5
52379,8
52380,7
52381,8
52382,8
52383,7
52384,6
52385,8
52386,6
52387,7
52388,8
52389,8
52390,6
52391,8
52392,8
52393,5
52394,9
52395,7
52396,9
52397,5
52398,6
52399,7
52400,8
52401,8
52402,6
52403,7
52404,5
52405,8
52406,5
52407,7
52408,7
52409,7
52410,6
52411,8
52412,8
52413,7
52414,4
52415,3
52416,5
52417,8
52418,7
52419,6
52420,8
52421,5
52422,9
52423,7
52424,7
52425,9
52426,2
52427,7
52428,8
52429,4
52430,7
52431,8
52432,7
52433,5
52434,7
52435,8
52436,4
52437,6
52438,7
52439,6
52440,7
52441,4
52442,8
52443,6
52444,7
52445,9
52446,6
52448,9
52449,7
52450,4
52451,7
52452,5
52453,6
52454,8
52455,7
52456,6
52457,8
52458,9
52459,7
52460,8
52461,7
52462,5
52463,10
52464,7
52465,5
52466,6
52467,5
52468,7
52469,7
52470,7
52471,4
52472,5
52473,8
52474,7
52475,6
52476,8
52477,7
52478,6
52479,8
52480,7
52481,7
52482,7
52483,5
52484,8
52485,6
52486,8
52487,6
52488,9
52489,8
52490,8
52491,5
52492,7
52493,6
52494,5
52495,7
52496,6
52497,6
52498,6
52499,6
52500,8
52501,7
52502,7
52503,8
52504,4
52505,8
52506,7
52507,7
52508,5
52509,7
52510,7
52511,9
52512,6
52513,7
52514,10
52515,8
52516,6
52517,8
52518,6
52519,5
52520,7
52521,7
52522,4
52523,9
52524,6
52525,6
52526,8
52527,6
52528,8
52529,8
52530,4
52531,8
52532,4
52533,8
52534,7
52535,7
52536,9
52537,6
52538,8
52539,7
52541,8
52542,6
52543,6
52544,4
52545,7
52546,7
52547,8
52548,7
52549,6
52550,5
52551,9
52552,8
52553,6
52554,6
52555,2
52556,5
52557,7
52558,7
52559,6
52560,8
52561,7
52562,7
52563,9
52564,6
52565,8
52566,1
52567,8
52568,6
52569,6
52570,9
52571,10
52572,6
52573,6
52574,7
52575,7
52577,8
52578,8
52579,5
52580,7
52581,9
52582,7
52583,7
52584,6
52585,8
52586,7
52587,6
52588,6
52589,8
52590,5
52591,9
52592,7
52593,8
52594,6
52595,6
52596,8
52597,7
52598,6
52599,8
52600,7
52601,5
52602,8
52603,6
52604,6
52605,7
52606,6
52607,8
52608,8
52609,8
52610,4
52611,4
52612,8
52613,5
52614,10
52615,7
52616,5
52617,7
52618,8
52619,9
52620,7
52621,6
52622,7
52623,7
52624,9
52625,7
52626,8
52627,6
52628,3
52629,3
52630,7
52631,5
52632,8
52633,7
52634,8
52635,8
52636,8
52637,3
52638,6
52639,8
52640,8
52641,6
52642,7
52643,9
52644,5
52645,7
52646,8
52647,8
52648,7
52649,6
52650,7
52651,7
52652,5
52653,4
52654,7
52655,7
52656,5
52657,6
52658,8
52659,8
52661,6
52662,8
52663,5
52664,7
52665,8
52666,6
52667,4
52668,7
52669,4
52670,7
52671,6
52672,7
52673,7
52674,7
52675,8
52676,5
52677,6
52678,8
52679,7
52680,7
52681,5
52682,5
52683,8
52684,7
52685,8
52686,7
52687,7
52688,6
52689,8
52690,5
52691,6
52692,8
52693,8
52694,6
52695,7
52696,7
52697,7
52698,7
52699,6
52700,6
52701,6
52702,7
52703,8
52704,7
52705,6
52706,7
52707,8
52708,8
52709,6
52710,5
52711,5
52712,5
52713,8
52714,8
52715,5
52716,6
52717,8
52718,8
52719,6
52720,6
52721,10
52722,6
52723,7
52724,9
52725,4
52726,7
52727,7
52728,8
52729,7
52730,7
52731,8
52732,9
52733,5
52734,3
52735,6
52736,7
52737,7
52738,8
52739,7
52740,4
52741,8
52742,3
52743,5
52744,7
52745,8
52746,6
52747,6
52748,7
52749,5
52750,7
52751,8
52752,6
52753,6
52754,6
52755,8
52757,5
52758,8
52759,9
52760,8
52761,5
52762,8
52763,8
52764,7
52765,7
52766,8
52767,7
52768,6
52769,8
52770,8
52771,5
52772,7
52773,8
52774,2
52775,8
52776,7
52777,8
52778,5
52779,7
52780,7
52781,8
52782,6
52783,7
52784,7
52785,8
52787,7
52788,8
52789,8
52790,8
52791,7
52792,6
52793,5
52794,4
52795,8
52796,6
52797,7
52798,7
52799,8
52800,8
52801,7
52802,7
52804,8
52805,9
52806,6
52807,8
52808,9
52809,7
52810,7
52811,7
52812,7
52813,7
52814,7
52815,7
52816,8
52817,8
52818,3
52819,8
52820,10
52821,4
52822,7
52823,8
52824,5
52825,9
52826,9
52827,7
52828,7
52829,7
52830,3
52831,8
52832,5
52833,5
52834,7
52835,1
52836,5
52837,5
52838,7
52839,7
52840,9
52841,9
52842,9
52843,7
52844,7
52845,7
52846,6
52847,5
52848,7
52849,10
52850,6
52851,6
52852,7
52853,8
52854,6
52855,8
52856,5
52857,7
52858,8
52859,8
52860,8
52861,6
52862,6
52863,8
52864,8
52865,6
52866,6
52867,3
52868,7
52869,7
52870,8
52871,8
52872,6
52873,7
52874,8
52875,8
52876,8
52877,7
52878,6
52879,7
52880,8
52881,8
52882,7
52883,8
52884,6
52885,7
52886,6
52887,8
52888,5
52889,7
52890,7
52891,8
52892,9
52893,7
52894,8
52895,6
52896,6
52897,8
52898,8
52899,7
52900,6
52901,6
52902,3
52903,5
52904,8
52905,8
52906,8
52907,4
52908,6
52909,7
52910,5
52911,7
52912,7
52913,8
52914,8
52915,7
52916,5
52917,8
52918,7
52919,8
52920,5
52921,7
52922,7
52923,6
52924,7
52925,8
52926,7
52927,7
52928,8
52929,7
52930,8
52931,7
52932,8
52933,7
52934,7
52935,8
52936,9
52937,7
52938,9
52939,7
52940,8
52941,8
52942,8
52943,7
52944,6
52945,7
52946,5
52947,6
52948,6
52949,8
52950,6
52951,9
52952,8
52953,7
52954,9
52955,6
52956,6
52957,6
52958,6
52959,7
52960,6
52961,4
52962,8
52963,9
52964,7
52965,9
52966,6
52967,7
52968,8
52969,8
52970,7
52971,6
52972,6
52973,5
52974,7
52975,9
52976,5
52977,7
52978,8
52979,7
52980,6
52981,6
52982,8
52983,7
52984,3
52985,9
52986,3
52987,8
52988,6
52989,6
52990,5
52991,8
52992,8
52993,8
52994,7
52995,7
52996,7
52997,7
52998,9
52999,7
53000,7
53001,5
53002,5
53003,9
53004,7
53005,7
53006,7
53007,7
53008,7
53009,8
53010,9
53011,7
53012,9
53013,4
53014,7
53015,6
53016,6
53017,9
53018,6
53019,9
53020,6
53021,7
53022,7
53023,7
53024,7
53025,6
53026,9
53027,6
53028,9
53029,5
53030,7
53031,6
53032,6
53033,9
53034,9
53035,7
53036,5
53037,8
53038,5
53039,7
53040,8
53041,9
53042,4
53043,7
53044,5
53045,2
53046,6
53047,7
53048,8
53049,9
53050,7
53051,6
53052,7
53053,8
53054,8
53055,8
53056,8
53057,8
53058,8
53059,9
53060,4
53061,9
53062,5
53063,7
53064,4
53065,7
53066,8
53067,8
53068,8
53069,4
53070,8
53071,7
53072,5
53073,7
53074,5
53075,9
53076,7
53077,7
53078,6
53079,5
53080,8
53081,7
53082,5
53083,5
53084,8
53085,5
53086,5
53087,7
53088,8
53089,7
53090,8
53091,8
53092,5
53093,5
53094,3
53095,8
53096,5
53097,6
53098,7
53099,8
53100,8
53101,7
53102,7
53103,6
53104,4
53105,7
53106,7
53107,7
53108,7
53109,7
53110,7
53111,4
53112,6
53113,4
53114,6
53115,8
53116,9
53117,8
53118,7
53119,8
53120,8
53121,7
53122,5
53124,7
53125,6
53126,5
53127,5
53128,6
53129,7
53130,6
53131,8
53132,8
53133,7
53134,7
53135,9
53136,8
53137,8
53138,9
53139,8
53140,8
53141,6
53142,7
53143,5
53144,6
53145,7
53146,9
53147,8
53148,8
53149,8
53150,8
53151,7
53152,8
53153,5
53154,7
53155,8
53156,7
53157,7
53158,7
53159,7
53160,7
53161,6
53162,6
53163,7
53164,6
53165,8
53166,8
53167,8
53168,5
53169,9
53170,9
53171,6
53172,8
53173,7
53174,8
53175,8
53176,8
53177,7
53178,7
53179,5
53180,7
53181,7
53182,9
53183,8
53184,7
53185,8
53186,8
53187,6
53188,7
53189,6
53190,7
53191,7
53192,7
53193,6
53194,7
53196,8
53197,5
53198,7
53199,8
53200,7
53201,7
53202,8
53203,8
53204,5
53205,7
53206,9
53207,9
53208,9
53209,7
53210,5
53211,8
53212,6
53213,6
53214,7
53215,9
53216,8
53217,8
53218,6
53219,6
53220,8
53221,6
53222,8
53223,8
53224,8
53225,9
53226,5
53227,7
53228,7
53229,7
53230,8
53231,6
53232,7
53233,7
53234,7
53235,9
53236,8
53237,6
53238,8
53239,9
53240,8
53241,8
53242,4
53243,7
53244,8
53245,5
53246,6
53247,9
53249,8
53250,8
53251,10
53252,6
53253,6
53254,8
53255,9
53256,9
53257,8
53258,4
53259,8
53260,7
53261,7
53262,7
53263,8
53264,9
53265,10
53266,7
53267,6
53268,6
53269,7
53270,4
53271,9
53272,8
53273,7
53274,4
53275,8
53276,8
53277,8
53278,6
53279,7
53280,6
53281,7
53282,7
53283,8
53284,6
53285,7
53286,8
53287,7
53288,7
53289,5
53290,6
53291,7
53292,7
53293,9
53294,7
53295,5
53296,9
53297,6
53298,8
53299,7
53300,7
53301,6
53302,6
53303,8
53304,7
53305,7
53306,7
53307,5
53308,7
53309,7
53310,8
53311,7
53312,7
53313,7
53314,8
53315,7
53316,8
53317,9
53318,7
53319,10
53320,7
53321,4
53322,8
53323,9
53324,8
53325,5
53326,7
53327,7
53328,6
53329,6
53330,7
53331,7
53332,9
53333,4
53334,7
53335,7
53336,7
53337,9
53338,8
53339,5
53340,7
53341,7
53342,8
53343,8
53344,5
53345,8
53346,6
53347,8
53348,5
53349,7
53350,3
53351,9
53352,6
53353,7
53354,4
53355,7
53356,7
53357,7
53358,4
53359,3
53360,7
53361,8
53362,5
53363,7
53364,6
53365,6
53366,8
53367,8
53368,6
53369,8
53370,7
53371,9
53372,7
53373,7
53374,6
53375,7
53376,8
53377,6
53378,8
53379,7
53380,7
53381,6
53382,6
53383,7
53384,5
53385,5
53386,7
53387,7
53388,4
53390,8
53391,5
53392,7
53393,7
53394,7
53395,4
53396,7
53397,4
53398,9
53399,7
53400,8
53401,7
53402,7
53403,7
53404,6
53405,8
53406,6
53407,6
53408,7
53409,6
53410,7
53411,6
53412,6
53413,8
53414,8
53415,7
53416,8
53417,7
53418,7
53419,4
53420,7
53421,8
53422,7
53423,9
53424,8
53425,8
53426,8
53427,8
53428,4
53429,8
53430,8
53431,7
53432,7
53433,5
53434,6
53435,8
53436,6
53437,7
53438,9
53439,4
53440,6
53441,7
53442,8
53443,8
53444,8
53445,7
53446,8
53447,7
53448,8
53449,6
53450,8
53451,7
53452,9
53453,6
53454,7
53455,9
53456,9
53457,7
53458,5
53459,7
53460,5
53461,6
53462,6
53463,6
53464,8
53465,6
53466,8
53467,8
53468,4
53469,8
53470,6
53471,8
53472,9
53473,7
53474,7
53475,7
53476,4
53477,7
53478,1
53479,7
53480,7
53481,7
53482,7
53483,7
53484,6
53485,8
53486,6
53487,8
53488,7
53489,8
53490,7
53491,8
53492,6
53493,6
53494,9
53495,7
53496,8
53497,8
53498,10
53499,8
53500,7
53501,8
53502,8
53503,9
53504,7
53505,7
53506,3
53507,4
53508,7
53509,4
53510,6
53511,6
53512,7
53513,7
53514,7
53515,7
53516,6
53517,8
53518,6
53520,6
53521,7
53522,7
53523,3
53524,8
53525,7
53526,9
53527,6
53528,7
53529,7
53530,8
53531,6
53532,7
53533,8
53534,7
53535,7
53536,8
53537,7
53538,6
53539,6
53540,7
53541,7
53542,6
53543,6
53544,7
53545,6
53546,7
53547,6
53548,7
53549,8
53550,6
53551,7
53552,8
53553,8
53554,8
53555,7
53556,6
53557,5
53558,5
53559,9
53560,6
53561,7
53562,8
53563,5
53564,7
53565,6
53566,8
53567,6
53568,7
53569,8
53570,5
53571,6
53572,7
53573,8
53574,8
53575,6
53576,9
53577,5
53578,9
53579,7
53580,7
53581,6
53582,5
53583,7
53584,8
53585,7
53586,7
53587,8
53588,5
53589,5
53590,8
53591,8
53592,8
53593,6
53594,6
53595,6
53596,7
53597,6
53598,7
53599,8
53600,7
53601,7
53602,7
53603,7
53604,7
53605,8
53606,9
53607,7
53608,6
53609,4
53610,6
53611,7
53612,7
53613,4
53614,6
53615,8
53616,7
53617,6
53618,7
53619,7
53620,6
53621,5
53622,8
53623,8
53624,7
53625,8
53626,8
53627,7
53628,8
53629,8
53630,7
53631,7
53632,7
53633,6
53634,6
53635,7
53636,6
53637,7
53638,9
53639,8
53640,8
53641,7
53642,8
53643,6
53644,6
53645,7
53646,9
53647,10
53648,7
53649,8
53650,7
53651,5
53652,6
53653,10
53654,8
53655,8
53656,8
53657,7
53658,8
53659,6
53660,9
53661,8
53662,8
53663,8
53664,8
53665,4
53666,7
53667,5
53668,7
53669,8
53670,5
53671,6
53672,7
53673,8
53674,8
53675,7
53676,5
53677,7
53678,6
53679,8
53680,9
53681,5
53682,6
53683,7
53684,7
53685,5
53686,8
53687,8
53688,8
53689,6
53690,5
53691,3
53692,8
53693,7
53694,8
53695,7
53696,6
53697,6
53698,8
53699,9
53700,8
53701,10
53702,7
53703,7
53704,7
53705,5
53706,5
53707,7
53708,6
53709,7
53710,8
53711,6
53712,5
53713,6
53714,5
53715,8
53716,8
53717,6
53718,7
53719,4
53720,6
53721,8
53722,6
53723,6
53724,7
53725,6
53726,6
53727,4
53728,7
53729,5
53730,7
53731,7
53732,9
53733,8
53734,8
53735,5
53736,5
53737,8
53738,8
53739,8
53740,10
53741,6
53742,7
53743,8
53744,9
53745,10
53746,4
53747,7
53748,3
53749,7
53750,7
53751,9
53752,3
53753,8
53754,8
53755,7
53756,7
53757,7
53758,7
53759,8
53760,5
53761,7
53762,5
53763,9
53764,7
53765,8
53766,8
53767,8
53768,7
53769,7
53770,8
53771,8
53772,8
53773,8
53774,7
53775,8
53776,6
53777,7
53778,8
53779,6
53780,6
53781,6
53782,5
53783,6
53784,7
53785,8
53786,7
53787,8
53788,8
53789,5
53790,7
53791,6
53792,8
53793,10
53794,6
53795,7
53796,9
53798,4
53799,7
53800,7
53801,9
53802,8
53803,5
53804,7
53805,8
53806,8
53807,5
53808,8
53809,7
53810,7
53811,6
53812,6
53813,9
53814,8
53815,8
53816,8
53817,8
53818,8
53819,9
53820,8
53821,6
53822,4
53823,8
53824,7
53825,9
53826,5
53827,6
53828,4
53829,8
53830,6
53831,9
53832,8
53833,7
53834,8
53835,5
53836,7
53837,6
53838,6
53839,9
53840,5
53841,7
53842,6
53843,9
53844,6
53845,7
53846,8
53847,8
53848,7
53849,4
53850,6
53851,6
53852,8
53853,10
53854,8
53855,8
53856,8
53857,4
53858,6
53859,8
53860,2
53861,6
53862,7
53863,6
53864,4
53865,8
53866,9
53867,7
53868,9
53869,1
53870,6
53871,9
53872,7
53873,8
53874,8
53875,8
53876,8
53877,8
53879,10
53880,6
53881,7
53882,6
53883,8
53884,6
53885,7
53886,8
53887,8
53888,7
53889,3
53890,7
53891,8
53892,4
53893,9
53894,7
53895,4
53896,6
53897,6
53898,7
53899,7
53900,8
53901,5
53902,7
53903,6
53904,7
53905,9
53906,6
53907,8
53908,6
53909,8
53910,7
53911,7
53912,9
53913,8
53914,5
53915,7
53916,8
53917,7
53918,6
53919,7
53920,7
53921,7
53922,8
53923,9
53924,8
53925,4
53926,6
53927,7
53928,8
53929,6
53930,4
53931,7
53932,8
53933,8
53934,6
53935,3
53936,8
53937,9
53938,7
53939,8
53940,4
53941,6
53942,8
53943,6
53944,7
53945,8
53946,7
53947,7
53948,6
53949,6
53950,6
53951,8
53952,8
53953,7
53954,7
53955,6
53956,8
53957,8
53958,7
53959,6
53960,6
53961,5
53962,8
53963,8
53964,4
53965,7
53966,8
53967,7
53968,4
53969,8
53970,6
53971,9
53972,4
53973,6
53974,5
53975,8
53976,7
53978,7
53979,9
53980,6
53981,7
53982,7
53983,8
53984,4
53985,7
53986,6
53987,8
53988,7
53989,7
53990,8
53991,7
53992,8
53993,6
53994,6
53995,8
53996,7
53997,6
53998,7
54000,4
54001,7
54002,8
54003,8
54004,6
54005,7
54006,7
54007,7
54008,8
54009,5
54010,6
54011,7
54012,8
54013,6
54014,8
54016,3
54017,7
54018,7
54019,8
54020,7
54021,5
54022,7
54023,8
54024,7
54025,7
54026,9
54027,8
54028,8
54029,9
54030,6
54031,9
54032,7
54033,2
54034,8
54035,9
54036,5
54037,8
54038,8
54039,7
54040,7
54041,5
54042,5
54043,7
54044,7
54045,6
54046,7
54047,6
54048,6
54050,7
54051,6
54052,7
54053,5
54054,8
54055,6
54056,7
54057,6
54058,8
54059,9
54060,4
54061,6
54062,6
54063,7
54064,9
54065,8
54066,9
54067,2
54068,8
54069,7
54070,8
54071,6
54072,7
54073,6
54074,8
54075,8
54076,6
54077,5
54078,7
54079,4
54080,6
54081,8
54082,7
54083,7
54084,5
54085,8
54086,7
54087,7
54088,7
54089,5
54090,7
54091,8
54092,8
54093,9
54094,7
54095,8
54096,8
54097,8
54098,7
54099,7
54100,5
54101,7
54102,7
54103,8
54104,10
54105,8
54106,8
54107,8
54108,6
54109,4
54110,8
54111,9
54112,7
54113,7
54114,6
54115,8
54116,8
54117,8
54118,8
54119,8
54120,9
54121,7
54122,7
54123,8
54124,8
54125,8
54126,3
54127,8
54128,8
54129,9
54130,7
54131,6
54132,7
54133,9
54134,7
54135,8
54136,6
54137,8
54138,8
54139,6
54140,6
54141,8
54142,8
54143,6
54144,5
54145,7
54146,7
54147,7
54148,6
54149,6
54150,8
54151,9
54152,8
54153,7
54154,7
54155,7
54156,7
54157,7
54158,9
54159,8
54160,7
54161,9
54162,7
54163,6
54164,8
54165,9
54166,6
54167,2
54168,4
54169,7
54170,7
54171,8
54172,9
54173,8
54174,7
54175,5
54176,5
54177,7
54178,6
54179,7
54180,8
54181,7
54182,6
54183,6
54184,7
54185,6
54186,7
54187,5
54188,7
54189,2
54190,8
54191,7
54192,7
54193,8
54194,8
54195,7
54196,6
54197,7
54198,8
54199,6
54200,8
54201,8
54202,6
54203,6
54204,6
54205,7
54206,8
54207,8
54208,7
54209,8
54210,7
54211,8
54212,5
54213,8
54214,5
54215,7
54216,7
54217,8
54218,8
54219,8
54220,7
54221,7
54222,8
54223,8
54224,5
54225,8
54226,7
54227,8
54228,9
54229,8
54230,6
54231,7
54232,5
54233,7
54234,8
54235,6
54236,6
54237,6
54238,6
54239,7
54240,8
54241,9
54242,7
54243,8
54244,6
54245,5
54246,7
54247,4
54248,6
54249,8
54250,8
54251,7
54252,7
54253,8
54254,8
